,Powierzchnia,Czynsz,Liczba pokoi,Kaucja,Piętro,Rodzaj zabudowy,Dostępne od,balkon,ogród,taras,Obsługa zdalna,Stan wykończenia,Typ ogłoszeniodawcy,Wynajmę również studentom,Wyposażenie,Media,Ogrzewanie,Zabezpieczenia,Okna,Winda,Miejsce parkingowe,Rok budowy,Materiał budynku,Informacje dodatkowe,is_adverb,link,localisation,price,room_count,space_sm,representative,lat,lng,powiat,Ludnosc
47,49.0,400.0,2.0,2000.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, piekarnik, kuchenka, pralka","telewizja kablowa, internet, telefon",miejskie,domofon / wideofon,plastikowe,nie,,1975.0,wielka płyta,oddzielna kuchnia,False,/pl/oferta/do-wynajecia-2-pokoje-bocianek-kielce-ID4h13k,"ul. Stanisława Wyspiańskiego, Kielce, świętokrzyskie",1500.0,2.0,49.0,Biuro nieruchomości,50.8863198,20.6459905,Kielecki,7433.5
48,65.0,800.0,3.0,-1.0,4.0,blok,2021-10-01,1,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",plastikowe,tak,garaż/miejsce parkingowe,2017.0,cegła,tylko dla niepalących,False,/pl/oferta/mieszkanie-w-wysokim-standardzie-i-garaz-marcelin-ID3wWS8,"Poznań, Grunwald, Marcelin, ul. Marcelińska 94",3500.0,3.0,65.0,Oferta prywatna,52.4038632,16.8634582,Poznań,93138.2
49,60.95,-1.0,3.0,3500.0,2.0,blok,,1,0,0,,,biuro nieruchomości ,,,,,monitoring / ochrona,plastikowe,tak,,2020.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/urzadzone-mieszkanie-w-nowym-bloku-blisko-pkp-ID4h136,"Sochaczew, mazowieckie",3000.0,3.0,60.95,Biuro nieruchomości,52.2293372,20.238359,Sochaczewski,10125.0
51,64.0,-1.0,3.0,-1.0,3.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,domofon / wideofon,plastikowe,nie,,1990.0,Materiał_budynku_inne,"piwnica, oddzielna kuchnia",False,/pl/oferta/edyty-stein-ID4h11Y,"Wrocław, Śródmieście",2700.0,3.0,64.0,Biuro nieruchomości,51.1132425,17.0812736,Wrocław,115516.8
52,40.0,-1.0,2.0,2500.0,2.0,blok,,1,0,0,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,domofon / wideofon,plastikowe,nie,,1974.0,Materiał_budynku_inne,,False,/pl/oferta/dwupokojowe-na-sadybie-bezposrednio-ID4gUYC,"Warszawa, Mokotów, Dolny Mokotów, Sadyba",2800.0,2.0,40.0,Oferta prywatna,52.1868279,21.0638192,Warszawa,90327.38888888889
53,57.0,634.0,2.0,2100.0,2.0,blok,,1,0,0,tak,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,domofon / wideofon,plastikowe,nie,,1957.0,cegła,"piwnica, oddzielna kuchnia",False,/pl/oferta/bezposrednio-2-pokoje-5-minut-od-stacji-metra-ID4h128,"Warszawa, Bielany, Stare Bielany, Skalbmierska 18",2100.0,2.0,57.0,Oferta prywatna,52.2827917,20.9442826,Warszawa,90327.38888888889
54,30.0,350.0,1.0,1850.0,3.0,blok,,1,0,0,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,domofon / wideofon,plastikowe,tak,,2019.0,pustak,,False,/pl/oferta/kawalerka-ID4gRYh,"Rzeszów, podkarpackie",1500.0,1.0,30.0,Oferta prywatna,50.0411867,21.9991196,Rzeszów,185662.0
55,37.0,-1.0,2.0,3000.0,1.0,dom wolnostojący,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"teren zamknięty, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2021.0,żelbet,"tylko dla niepalących, pom. użytkowe",False,/pl/oferta/nowe-stylowe-2-pokojowe-ID4cNnR,"Warszawa, Włochy",3000.0,2.0,37.0,Oferta prywatna,52.1799062,20.9478161,Warszawa,90327.38888888889
56,48.0,265.0,2.0,1900.0,1.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,gazowe,domofon / wideofon,plastikowe,nie,,1960.0,cegła,"piwnica, oddzielna kuchnia",False,/pl/oferta/urocze-2-pok-al-przyjaciol-centrum-jeziora-ID4h11h,"Olsztyn, Nad Jeziorem Długim, ul. Aleja Przyjaciół",1350.0,2.0,48.0,Oferta prywatna,53.7844949,20.4581472,Olsztyn,154339.0
57,80.0,-1.0,3.0,5500.0,4.0,apartamentowiec,,1,0,0,tak,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",internet,miejskie,"domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2002.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/bezposrednio-kacza-bliska-wola-3-pokoje-ID4dbUN,"Warszawa, Wola, ul. Kacza",5500.0,3.0,80.0,Oferta prywatna,52.2406889,20.9800075,Warszawa,90327.38888888889
59,60.0,900.0,3.0,6000.0,2.0,blok,,0,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,nie,garaż/miejsce parkingowe,1956.0,cegła,"piwnica, oddzielna kuchnia",False,/pl/oferta/przestronne-mieszkanie-na-woli-przy-parku-moczydlo-ID4b8vE,"Warszawa, Wola, ul. Magistracka",3600.0,3.0,60.0,Oferta prywatna,52.2455859,20.9534442,Warszawa,90327.38888888889
62,28.19,428.0,2.0,-1.0,10.0,apartamentowiec,2023-01-02,1,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2019.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-do-wynajecia-w-budynku-skyres-ID4h14L,"Rzeszów, Śródmieście, Lubelska",1650.0,2.0,28.19,Biuro nieruchomości,50.0614147,22.0094147,Rzeszów,185662.0
63,53.0,600.0,2.0,3500.0,3.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2014.0,żelbet,oddzielna kuchnia,False,/pl/oferta/mieszkanie-do-wynajecia-od-02-05-bez-posrednikow-ID4gp3t,"Warszawa, Praga-Południe, Gocław, ul. Jana Nowaka-Jeziorańskiego",3100.0,2.0,53.0,Oferta prywatna,52.2312337,21.0925229,Warszawa,90327.38888888889
64,77.0,800.0,3.0,-1.0,0.0,apartamentowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, piekarnik, kuchenka, pralka",internet,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,,2011.0,Materiał_budynku_inne,,False,/pl/oferta/trzypokojowe-z-ogrodkiem-park-zaczarowanej-dorozki-ID4h14W,"Kraków, Prądnik Czerwony, Dominikanów",4500.0,3.0,77.0,Biuro nieruchomości,50.0868462,19.9638078,Kraków,141070.0
65,55.0,500.0,2.0,-1.0,3.0,apartamentowiec,,0,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2011.0,Materiał_budynku_inne,,False,/pl/oferta/bezp-umeblowane-duza-loggia-garaz-ID1NS5t,"Warszawa, Bemowo, Lazurowa 185c",2950.0,2.0,55.0,Oferta prywatna,52.2481442,20.8968801,Warszawa,90327.38888888889
68,52.0,570.0,3.0,4000.0,2.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2021.0,pustak,,False,/pl/oferta/3-pokojowe-nowe-mieszkanie-do-wynajecia-mokotow-ID4gQUg,"Warszawa, Mokotów",4100.0,3.0,52.0,Oferta prywatna,52.194157,21.0346955,Warszawa,90327.38888888889
69,50.0,1.0,2.0,5000.0,3.0,apartamentowiec,2022-06-01,1,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, piekarnik, kuchenka, pralka",,kotłownia,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2018.0,cegła,tylko dla niepalących,False,/pl/oferta/nowe-mieszkanie-na-wynajem-grodzisk-mazowiecki-ID3zQMb,"Grodzisk Mazowiecki, mazowieckie",3000.0,2.0,50.0,Oferta prywatna,52.1044383,20.6350923,Grodziski,9601.666666666666
70,35.0,500.0,2.0,3300.0,1.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,"piwnica, tylko dla niepalących, pom. użytkowe",False,/pl/oferta/2-pokoje-nowe-z-garazem-os-chrzanowskiego-ID4gQU3,"Warszawa, Praga-Południe, ul. Siennicka 27",3300.0,2.0,35.0,Oferta prywatna,52.2534783,21.0769845,Warszawa,90327.38888888889
71,57.0,550.0,3.0,-1.0,2.0,apartamentowiec,2022-05-27,1,0,0,,,biuro nieruchomości ,,"lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,"system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2014.0,Materiał_budynku_inne,,False,/pl/oferta/do-wynajecia-luksusowy-apartament-w-inwestycji-kam-ID4h14d,"Kraków, Śródmieście, ul. Prochowa",4500.0,3.0,57.0,Biuro nieruchomości,50.0562881,19.9559757,Kraków,141070.0
72,57.0,550.0,2.0,-1.0,1.0,Rodzaj_zabudowy_inne,2022-06-01,1,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, piekarnik, kuchenka, pralka",internet,inne,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",plastikowe,nie,garaż/miejsce parkingowe,2008.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-na-wynajem-bronowice-ojcowska-ID4h14i,"Kraków, Bronowice, Ojcowska",2300.0,2.0,57.0,Biuro nieruchomości,50.0988551,19.8834481,Kraków,141070.0
73,30.0,-1.0,1.0,2500.0,3.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2018.0,cegła,oddzielna kuchnia,False,/pl/oferta/kawalerka-na-bialolece-czynsz-wliczony-w-cene-ID4gWu6,"Warszawa, Białołęka",2500.0,1.0,30.0,Biuro nieruchomości,52.32898789999999,21.0076793,Warszawa,90327.38888888889
74,50.4,-1.0,2.0,3690.0,3.0,apartamentowiec,2022-07-01,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2020.0,cegła,"tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/ciche-2-oddzielne-pokoje-z-balkonem-i-garazem-ID4gWm3,"Warszawa, Mokotów, ul. Zygmunta Modzelewskiego",3190.0,2.0,50.4,Oferta prywatna,52.1755501,21.0129848,Warszawa,90327.38888888889
77,40.0,450.0,2.0,2800.0,10.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2019.0,Materiał_budynku_inne,tylko dla niepalących,False,/pl/oferta/soho-feniks-2-pokojowe-do-wynajecia-od-1-lipca-ID4gGXh,"Warszawa, Praga-Południe",2800.0,2.0,40.0,Oferta prywatna,52.2416808,21.0840602,Warszawa,90327.38888888889
78,54.0,400.0,2.0,3000.0,0.0,blok,,0,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,kotłownia,,plastikowe,nie,,2022.0,silikat,,False,/pl/oferta/mieszkanie-na-wynajem-tarnowo-podgorne-mediolanska-ID4gIxb,"ul. Mediolańska, Tarnowo Podgórne, wielkopolskie",2150.0,2.0,54.0,Oferta prywatna,52.475814,16.6622993,Poznański,15708.6
79,48.33,450.0,2.0,2600.0,3.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,domofon / wideofon,plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/rezerwacja-nowe-2-pokojowe-ul-wolkowyska-ID4gQWM,"Poznań, Nowe Miasto, Malta, ul. Wołkowyska",2600.0,2.0,48.33,Oferta prywatna,52.3977062,16.9708014,Poznań,93138.2
81,46.7,300.0,2.0,2500.0,3.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"teren zamknięty, domofon / wideofon",plastikowe,nie,garaż/miejsce parkingowe,2016.0,pustak,tylko dla niepalących,False,/pl/oferta/luksusowy-apartament-w-centrum-tarnowa-ul-lwowska-ID4eDpC,"ul. Lwowska, Tarnów, małopolskie",2500.0,2.0,46.7,Oferta prywatna,50.0129645,21.0228596,Tarnów,101216.0
83,50.0,-1.0,2.0,3800.0,4.0,blok,2022-06-01,0,0,0,,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet, telefon",miejskie,domofon / wideofon,plastikowe,nie,,1965.0,cegła,"piwnica, tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/mieszkanie-2-pokojowe-50m-chorzow-ID2Voj9,"Chorzów, Centrum, ul. Kopalniana",1900.0,2.0,50.0,Oferta prywatna,50.2979798,18.9432071,Chorzów,93189.0
84,40.0,500.0,2.0,-1.0,4.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,pom. użytkowe,False,/pl/oferta/nowe-z-klimatyzacja-garderoba-garaz-loggia-ID4h167,"Warszawa, Praga-Południe",2700.0,2.0,40.0,Biuro nieruchomości,52.2416808,21.0840602,Warszawa,90327.38888888889
85,82.0,-1.0,3.0,-1.0,0.0,apartamentowiec,,0,0,1,,,biuro nieruchomości ,,,,,,,tak,garaż/miejsce parkingowe,2005.0,Materiał_budynku_inne,,False,/pl/oferta/apartament-na-parterze-w-miasteczku-wilanow-ID4h168,"Warszawa, Wilanów, Aleja Wilanowska",6300.0,3.0,82.0,Biuro nieruchomości,52.1702784,21.0654202,Warszawa,90327.38888888889
86,30.0,400.0,1.0,2000.0,2.0,blok,,0,0,0,,,prywatny,,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,nie,garaż/miejsce parkingowe,2008.0,Materiał_budynku_inne,tylko dla niepalących,False,/pl/oferta/kawalerka-30m2-umeblowana-pruszkow-bezposrednio-ID467YJ,"ul. Marii Skłodowskiej-Curie, Pruszków, mazowieckie",1600.0,1.0,30.0,Oferta prywatna,52.1814278,20.8284122,Pruszkowski,22394.0
89,38.0,-1.0,2.0,-1.0,2.0,blok,,0,0,0,,,biuro nieruchomości ,,meble,,,,drewniane,tak,,1970.0,wielka płyta,,False,/pl/oferta/mieszkanie-38-m-poznan-ID48icR,"Poznań, Stare Miasto, Winogrady, os. Pod Lipami",1750.0,2.0,38.0,Biuro nieruchomości,52.4296012,16.9453926,Poznań,93138.2
92,26.6,400.0,1.0,-1.0,5.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,,tak,garaż/miejsce parkingowe,1962.0,pustak,oddzielna kuchnia,False,/pl/oferta/kawalerka-26-6-m2-centrum-metro-politechnika-ID4gZTJ,"Warszawa, Ochota",2400.0,1.0,26.6,Biuro nieruchomości,52.2103359,20.9712206,Warszawa,90327.38888888889
93,37.0,350.0,2.0,3000.0,1.0,blok,,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",internet,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,"piwnica, tylko dla niepalących",False,/pl/oferta/wyposazone-i-umeblowane-2-pokoje-balkon-piwnica-ID4h0YJ,"Gdańsk, Orunia Górna-Gdańsk Południe, ul. Kazimierza Wielkiego 30",3100.0,2.0,37.0,Oferta prywatna,54.3030534,18.6127301,Gdańsk,420796.0
94,38.0,-1.0,2.0,-1.0,7.0,apartamentowiec,,0,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2011.0,cegła,tylko dla niepalących,False,/pl/oferta/studio-w-apartamentowcu-triton-park-38-m-ID45ma9,"Warszawa, Ochota",2400.0,2.0,38.0,Oferta prywatna,52.2103359,20.9712206,Warszawa,90327.38888888889
95,65.4,640.0,2.0,4900.0,5.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2008.0,Materiał_budynku_inne,"oddzielna kuchnia, pom. użytkowe",False,/pl/oferta/eleganckie-mieszkanie-65-4-m2-umeblowane-ID4h0Zf,"Warszawa, Śródmieście, ul. Stawki 6",4900.0,2.0,65.4,Oferta prywatna,52.25375289999999,20.991017,Warszawa,90327.38888888889
97,48.0,600.0,2.0,3000.0,4.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2013.0,cegła,oddzielna kuchnia,False,/pl/oferta/mieszkanie-2-pokojowe-warszawa-marysin-wawerski-ID4gQPZ,"Warszawa, Wawer, Marysin Wawerski, Korkowa 163a",2600.0,2.0,48.0,Oferta prywatna,52.2414482,21.1591804,Warszawa,90327.38888888889
101,30.0,-1.0,1.0,-1.0,3.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,,2021.0,Materiał_budynku_inne,,False,/pl/oferta/w-pelni-wyposazone-studio-na-os-franciszkanskim-ID4bfiG,"Katowice, Ligota-Panewniki, Franciszkańskie",1700.0,1.0,30.0,Oferta prywatna,50.2279036,18.9718153,Katowice,261379.0
104,140.0,-1.0,4.0,12000.0,1.0,kamienica,,0,0,1,tak,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,gazowe,"drzwi / okna antywłamaniowe, monitoring / ochrona",plastikowe,nie,garaż/miejsce parkingowe,2010.0,cegła,"tylko dla niepalących, oddzielna kuchnia, dwupoziomowe",False,/pl/oferta/dwupoziomowe-mieszkanie-w-centrum-nadarzyna-140m2-ID4h15p,"pl. Plac Poniatowskiego, Nadarzyn, pruszkowski, mazowieckie",6000.0,4.0,140.0,Oferta prywatna,52.0932972,20.8072381,Pruszkowski,22394.0
105,35.0,630.0,2.0,3600.0,1.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,gazowe,"teren zamknięty, domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,tylko dla niepalących,False,/pl/oferta/apartament-19-dzielnica-ID4gQW0,"Warszawa, Wola, ul. Kolejowa",2800.0,2.0,35.0,Oferta prywatna,52.2252095,20.9786232,Warszawa,90327.38888888889
106,90.0,890.0,3.0,5000.0,4.0,apartamentowiec,,1,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,,"system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2019.0,cegła,,False,/pl/oferta/top-apartament-85m-nowy-ikea-metro-ID4h15A,"Warszawa, Ursynów, ul. Dereniowa",4900.0,3.0,85.0,Oferta prywatna,52.1479489,21.0419581,Warszawa,90327.38888888889
108,67.0,-1.0,3.0,4500.0,5.0,apartamentowiec,,1,0,0,,,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"teren zamknięty, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2000.0,Materiał_budynku_inne,,False,/pl/oferta/jeszcze-nie-zamieszkale-swiezo-po-remoncie-ID4gDLz,"Warszawa, Żoliborz, Pęcicka",4500.0,3.0,67.0,Biuro nieruchomości,52.279794,20.9703308,Warszawa,90327.38888888889
110,28.0,230.0,1.0,-1.0,3.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, kuchenka, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,nie,,1976.0,Materiał_budynku_inne,piwnica,False,/pl/oferta/zadbana-kawalerka-pradnik-czerwony-miechowity-ID4h14X,"Kraków, Prądnik Czerwony, Macieja Miechowity",1950.0,1.0,28.0,Biuro nieruchomości,50.0829553,19.966897,Kraków,141070.0
111,35.0,400.0,2.0,2900.0,3.0,apartamentowiec,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,,plastikowe,tak,garaż/miejsce parkingowe,2021.0,cegła,oddzielna kuchnia,False,/pl/oferta/2-pokojowe-apartamentowiec-garaz-podziemny-2500-ID4gUlB,"Warszawa, Ursus",2500.0,2.0,35.0,Oferta prywatna,52.1951226,20.8837885,Warszawa,90327.38888888889
114,41.0,550.0,2.0,5600.0,6.0,apartamentowiec,,1,0,0,tak,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",elektryczne,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,,2016.0,inne,"piwnica, pom. użytkowe",False,/pl/oferta/zoliborz-41m2-przasnyska-bardzo-wysoki-standard-ID4h12C,"Warszawa, Żoliborz, ul. Przasnyska 6 (osiedle Modern Żoliborz)",2800.0,2.0,41.0,Oferta prywatna,52.260468,20.9713731,Warszawa,90327.38888888889
117,47.0,-1.0,2.0,-1.0,3.0,apartamentowiec,,1,0,0,,,biuro nieruchomości ,,,,,,plastikowe,tak,,2022.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-47-m-warszawa-ID4h12K,"Warszawa, Praga-Południe",3500.0,2.0,47.0,Biuro nieruchomości,52.2416808,21.0840602,Warszawa,90327.38888888889
118,16.0,200.0,1.0,2500.0,4.0,apartamentowiec,,0,0,1,,do zamieszkania,prywatny,tak,"lodówka, meble, kuchenka, pralka",,miejskie,drzwi / okna antywłamaniowe,plastikowe,tak,,2021.0,silikat,,False,/pl/oferta/wynajme-kawalerke-przy-uniwersytecie-warszawskim-ID4gOxp,"Warszawa, Mokotów, ul. Smyczkowa",2000.0,1.0,16.0,Oferta prywatna,52.1712925,21.0150027,Warszawa,90327.38888888889
119,53.72,350.0,2.0,3000.0,3.0,blok,,0,0,1,,do zamieszkania,prywatny,,"lodówka, piekarnik, kuchenka, pralka",,miejskie,domofon / wideofon,plastikowe,nie,,2012.0,Materiał_budynku_inne,"piwnica, oddzielna kuchnia",False,/pl/oferta/mieszkanie-stare-sady-2-pokoje-kuchnia-ID4h12B,"os. Stare Sady, Wieluń, wieluński, łódzkie",1900.0,2.0,53.72,Oferta prywatna,51.2094396,18.5898647,Wieluński,6769.272727272727
120,58.0,700.0,3.0,2000.0,3.0,blok,,0,0,1,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,,drewniane,nie,,2010.0,cegła,piwnica,False,/pl/oferta/swietna-lokalizacja-tuz-przy-parku-900m-wkd-ID4h12v,"Antka 9, Pruszków, mazowieckie",2450.0,3.0,58.0,Oferta prywatna,52.1503509,20.7970201,Pruszkowski,22394.0
121,102.0,-1.0,4.0,-1.0,2.0,dom wolnostojący,2022-07-01,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",internet,inne,"system alarmowy, domofon / wideofon, monitoring / ochrona",plastikowe,nie,,2008.0,cegła,"tylko dla niepalących, oddzielna kuchnia",False,/pl/oferta/apartament-102-m2-wysoki-standard-centrum-zalesie-ID33Tuk,"Wrocław, Śródmieście, Zalesie, ul. Fryderyka Chopina",5300.0,4.0,102.0,Oferta prywatna,51.1211068,17.0832878,Wrocław,115516.8
124,40.0,350.0,2.0,2500.0,2.0,blok,,0,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",,,monitoring / ochrona,,nie,,2021.0,Materiał_budynku_inne,,False,/pl/oferta/2-pokoje-komfortowe-z-miejscem-w-hali-i-piwnica-ID4aDZR,"Gdynia, Pogórze, ul. Ignacego Paderewskiego",2500.0,2.0,40.0,Oferta prywatna,54.5670073,18.4962582,Pucki,9428.0
125,50.2,340.0,2.0,2000.0,4.0,blok,,1,0,0,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka",,gazowe,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2009.0,pustak,pom. użytkowe,False,/pl/oferta/mieszkanie-komorka-lokatorska-garaz-w-cenie-ID4gVy2,"Zabłocie, Rzeszów, podkarpackie",1850.0,2.0,50.2,Oferta prywatna,50.0564876,22.0086558,Rzeszów,185662.0
